id,firstName,lastName,shortFirstName,shortLastName,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,gender
dcxy9p8c4qrf5vaeawf75714a,Amar,Sejdić,Amar,Sejdic,NaN,A. Sejdić,USA,7hr2f89v44y65dyu9k92vprwn,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1996-11-29,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,178.0,72.0,NaN,6.0,active,yes,NaN
e9411nm4cyrrwz4hvh1uyff85,Gary Neil,Smith,Gary,Smith,NaN,G. Smith,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,coach,1968-12-03,Harlow,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,active,yes,NaN
efek04gkkjjwr6vo2mi008dm,Benjamin Rolland,Martino,Ben,Martino,NaN,B. Martino,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2002-09-13,Pittsburgh,USA,7hr2f89v44y65dyu9k92vprwn,198.0,88.0,NaN,67.0,active,yes,NaN
eooivgc2bc7bdbl1gq784ehn9,Walker Dwain,Zimmerman,Walker,Zimmerman,NaN,W. Zimmerman,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1993-05-19,Lawrenceville,USA,7hr2f89v44y65dyu9k92vprwn,191.0,89.0,right,25.0,active,yes,NaN
eypyejxr4xry8cwm51ex77c9h,Tyler Dominic,Boyd,Tyler,Boyd,NaN,T. Boyd,USA,7hr2f89v44y65dyu9k92vprwn,New Zealand,wcq2y28a27syx5do1k2i2nj8,Attacker,player,1994-12-30,Tauranga,New Zealand,wcq2y28a27syx5do1k2i2nj8,183.0,74.0,right,11.0,active,yes,NaN
1zs83jkejm70g1uzm1i71puqd,Andrew Mikobi,Farrell,Andrew,Farrell,NaN,A. Farrell,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1992-04-02,Louisville,USA,7hr2f89v44y65dyu9k92vprwn,181.0,84.0,right,88.0,active,yes,Male
24sgu58uugxgy49el075dz21g,Esmir,Bajraktarević,Esmir,Bajraktarevic,NaN,E. Bajraktarević,USA,7hr2f89v44y65dyu9k92vprwn,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,2005-03-10,Appleton,USA,7hr2f89v44y65dyu9k92vprwn,175.0,64.0,left,47.0,active,yes,Male
25pwi3q1y4tx1in9425eyln56,Brandon Scott,Bye,Brandon,Bye,NaN,B. Bye,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1995-11-29,Kalamazoo,USA,7hr2f89v44y65dyu9k92vprwn,183.0,79.0,NaN,15.0,active,yes,Male
2irxiyoa2xdn1jr0mo24pn5jp,Henrich,Ravas,Henrich,Ravas,NaN,H. Ravas,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Goalkeeper,player,1997-08-16,Senica,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,87.0,right,1.0,active,no,Male
357vd87hv0jvljqtt2qf4vmz8,Santiago Francisco,Suárez,Santiago,Suárez,Tiago,Tiago,USA,7hr2f89v44y65dyu9k92vprwn,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Defender,player,2005-04-23,NaN,USA,7hr2f89v44y65dyu9k92vprwn,195.0,81.0,NaN,43.0,active,yes,Male
35mgbjlnao8d0s85peht48rf9,Earl William,Edwards Jr.,Earl,Edwards Jr.,NaN,E. Edwards,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1992-01-24,San Diego,USA,7hr2f89v44y65dyu9k92vprwn,190.0,93.0,right,36.0,active,yes,Male
3aox5gs2l4gg22h97sixaiqj9,Xavier Ricardo,Arreaga Bermello,Xavier,Arreaga,NaN,X. Arreaga,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Defender,player,1994-09-28,Guayaquil,Ecuador,6pyj2bytt2osbjk69owzfehcg,184.0,75.0,right,3.0,active,yes,Male
3s5k43ngpwa66vj4ypvcdu8a2,Tomás Alejandro,Chancalay,Tomás,Chancalay,NaN,T. Chancalay,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Attacker,player,1999-01-01,Viale,Argentina,2vovxa97k7v7ofa85dah2xktb,179.0,76.0,right,5.0,active,yes,Male
48lml5m8b3r23vndb0my5opn9,Ignacio,Gil de Pareja Vicent,Ignacio,Gil de Pareja Vicent,Nacho Gil,Nacho Gil,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1995-09-09,Valencia,Spain,49ih1pwv3ahshdf8uzrimi54c,168.0,63.0,right,21.0,active,yes,Male
49hih9ka1cljgkihamec6b17t,David James,Romney,Dave,Romney,NaN,D. Romney,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1993-06-12,Irvine,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,left,2.0,active,yes,Male
4iepghv4p490fxo5s429qeicq,Jack Michael,Panayotou,Jack,Panayotou,NaN,J. Panayotou,USA,7hr2f89v44y65dyu9k92vprwn,Cyprus,3om8cj5nhmq1rzzkykubm5icj,Midfielder,player,2004-06-05,Cambridge,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,NaN,22.0,active,yes,Male
4ss487gmb4rf044t895o21xm2,Jacob Daniel,Jackson,Jacob,Jackson,NaN,J. Jackson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2000-04-25,San Diego,USA,7hr2f89v44y65dyu9k92vprwn,180.0,86.0,NaN,98.0,active,no,Male
4tz0a34w3gb0xozcyjj0wylex,Matthew Ryan,Polster,Matt,Polster,NaN,M. Polster,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1993-06-08,Milwaukee,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,right,8.0,active,yes,Male
5lfpx5azm0hzx5kiqmnjtkfkl,Carles,Gil de Pareja Vicent,Carles,Gil de Pareja Vicent,Carles Gil,Carles Gil,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1992-11-22,Valencia,Spain,49ih1pwv3ahshdf8uzrimi54c,171.0,65.0,left,10.0,active,yes,Male
5vt3tmawbb1c87csuukwtr9at,Thomas Liam,McNamara,Tommy,McNamara,NaN,T. McNamara,USA,7hr2f89v44y65dyu9k92vprwn,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Midfielder,player,1991-02-06,Clarkstown,USA,7hr2f89v44y65dyu9k92vprwn,176.0,78.0,NaN,26.0,active,yes,Male
62smmy1d3o9sm36mhyw5nrphx,Mark-Anthony,Kaye,Mark-Anthony,Kaye,NaN,M. Kaye,Canada,1iaoypzp6syf32cz9l15pzp7e,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Midfielder,player,1994-12-02,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,77.0,left,28.0,active,yes,Male
6865o0b7hs8xp6shc84dacidw,Noel Arthur Coleman,Buck,Noel,Buck,NaN,N. Buck,England,1fk5l4hkqk12i7zske6mcqju6,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-04-05,Arlington,USA,7hr2f89v44y65dyu9k92vprwn,180.0,72.0,NaN,29.0,active,yes,Male
69ypla76c710iv0yegix1maz8,Marcos,Domingos Dias,Marcos,Domingos Dias,Marcos Dias,Marcos Dias,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2001-11-30,Formoso do Araguaia,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,180.0,NaN,NaN,39.0,active,yes,Male
6vd4rxmqub05u2dtduy028fyt,Emmanuel,Agyenim Boateng,Emmanuel,Boateng,NaN,E. Boateng,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,1994-01-17,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,168.0,68.0,right,18.0,active,yes,Male
7v2udgcj3xk2douxfmge6lp7t,Ian Andrew,Harkes,Ian,Harkes,NaN,I. Harkes,USA,7hr2f89v44y65dyu9k92vprwn,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1995-03-30,Derby,England,1fk5l4hkqk12i7zske6mcqju6,180.0,73.0,right,14.0,active,yes,Male
8mjjt1miy57nwm5iy8usck4q1,Nicholas,Lima,Nick,Lima,NaN,N. Lima,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1994-11-17,Castro Valley,USA,7hr2f89v44y65dyu9k92vprwn,176.0,80.0,NaN,12.0,active,yes,Male
8x0tfplff9e3042uewyhkoa1,Giacomo,Vrioni,Giacomo,Vrioni,NaN,G. Vrioni,Albania,17zsm8shejejls2on1ffil3op,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1998-10-15,San Severino Marche,Italy,25f2cmb2r8mk5rj92tzer6kvv,188.0,85.0,left,9.0,active,yes,Male
98hmqopt3v7vhg6k2zx0q81qt,Aljaž,Ivačič,Aljaz,Ivacic,NaN,A. Ivačič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Goalkeeper,player,1993-12-29,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,188.0,82.0,right,31.0,active,yes,Male
9d864k8ppwryu5b7v57fkurdg,Peyton James,Miller,Peyton,Miller,NaN,P. Miller,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2007-11-08,NaN,USA,7hr2f89v44y65dyu9k92vprwn,168.0,NaN,NaN,25.0,active,yes,Male
akz1nwcvnrtkelhxy7m5f14yy,Dylan Felipe,Borrero Caicedo,Dylan,Borrero,NaN,D. Borrero,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Midfielder,player,2002-01-05,Palmira,Colombia,6kby8rq1p01fg5ds38ckkrcs5,180.0,66.0,right,11.0,active,yes,Male
anysxg2z6niqapc5m3f4tzims,Joshua,Bolma,Joshua,Bolma,NaN,J. Bolma,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2002-04-10,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,61.0,NaN,16.0,active,yes,Male
bal171qhyaij41oyk9y05d61h,Bobby Shou,Wood,Bobby,Wood,NaN,B. Wood,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,1992-11-15,Honolulu,USA,7hr2f89v44y65dyu9k92vprwn,180.0,79.0,right,17.0,active,yes,Male
bqve6k75eu81dheqxec2l9lka,DeJuan Lytelle,Jones,DeJuan,Jones,NaN,D. Jones,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1997-06-24,Lansing,USA,7hr2f89v44y65dyu9k92vprwn,181.0,75.0,right,24.0,active,no,Male
bzv3yqbc7ttf7fftbm2nelxck,Malcolm Curtenius,Fry,Malcolm,Fry,NaN,M. Fry,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2005-05-15,NaN,USA,7hr2f89v44y65dyu9k92vprwn,175.0,71.0,NaN,32.0,active,yes,Male
cc7jk41tn9qi5px4pb9l4bn8q,Ryan Louis,Spaulding,Ryan,Spaulding,NaN,R. Spaulding,USA,7hr2f89v44y65dyu9k92vprwn,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1998-09-10,Hartford,USA,7hr2f89v44y65dyu9k92vprwn,170.0,68.0,NaN,34.0,active,yes,Male
d0c51nxbxe1wdly784508ve21,William,Sands,Will,Sands,NaN,W. Sands,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-07-06,Rye,USA,7hr2f89v44y65dyu9k92vprwn,178.0,68.0,NaN,NaN,active,yes,Male
d6pdees4dyeloza4ya3jqd5d6,Frederick Henry,Kessler,Henry,Kessler,NaN,H. Kessler,USA,7hr2f89v44y65dyu9k92vprwn,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,1998-06-25,New York City,USA,7hr2f89v44y65dyu9k92vprwn,193.0,84.0,NaN,4.0,active,yes,Male
djjm5lzi76fpte62d4xnit6mt,Caleb,Porter,Caleb,Porter,NaN,C. Porter,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1975-02-18,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,Male
ehalix6sdzrzgddodpxfc0lhx,Jonathan,Mensah,Jonathan,Mensah,NaN,J. Mensah,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,1990-07-13,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,188.0,83.0,right,6.0,active,yes,Male
opnutov04c33y3gq2fjpkaac,John David,Gunn Curlin,JD,Gunn,NaN,J. Gunn,Panama,5nhk7v9jq6dqmfbn4hiihhofv,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2000-01-21,NaN,Panama,5nhk7v9jq6dqmfbn4hiihhofv,NaN,NaN,NaN,73.0,active,yes,Male
12wwh7g8lray6xp7nssi7wfmc,Axel Agustín,Ojeda,Agustín,Ojeda,NaN,A. Ojeda,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Midfielder,player,2004-06-19,NaN,Argentina,2vovxa97k7v7ofa85dah2xktb,169.0,63.0,right,26.0,active,yes,NaN
1cfm4ne1po0mld4bl37deg36c,Jonathan,Shore,Jonathan,Shore,NaN,J. Shore,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2007-04-13,NaN,USA,7hr2f89v44y65dyu9k92vprwn,172.0,61.0,NaN,32.0,active,yes,NaN
1fa7jrmfyw2tmkhxt3xg4a95,Birk,Risa,Birk,Risa,NaN,B. Risa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,1998-02-13,Stavanger,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,79.0,left,5.0,active,yes,NaN
1kuo66geyyz9gu2n39w0bvr4k,Jacob,Arroyave,Jacob,Arroyave,NaN,J. Arroyave,USA,7hr2f89v44y65dyu9k92vprwn,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,2007-11-12,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,99.0,active,no,NaN
1muuu6wgia9wxv6vmw8tln5sk,Christian Hector,McFarlane,Christian,McFarlane,NaN,C. McFarlane,England,1fk5l4hkqk12i7zske6mcqju6,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-01-25,NaN,England,1fk5l4hkqk12i7zske6mcqju6,182.0,63.0,NaN,18.0,active,yes,NaN
38aqhfpddgjs5hdh19redrnro,Jovan,Mijatović,Jovan,Mijatovic,NaN,J. Mijatović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2005-07-11,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,179.0,NaN,NaN,7.0,active,yes,NaN
3dt4cojmf1ahkayoeob2ryl4a,Tayvon Howard,Gray,Tayvon,Gray,NaN,T. Gray,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-08-19,The Bronx,USA,7hr2f89v44y65dyu9k92vprwn,180.0,74.0,NaN,24.0,active,yes,NaN
3h5v7lxjpykxsjsqcewb4i0ut,Nicholas,Cushing,Nick,Cushing,NaN,N. Cushing,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,coach,1984-11-09,NaN,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,active,yes,NaN
3ye0empdjbf7x9bgyjbfiy609,Strahinja,Tanasijević,Strahinja,Tanasijevic,NaN,S. Tanasijević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1997-06-12,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,73.0,NaN,12.0,active,yes,NaN
471c07gek7lcu4rbaarwzffu1,Kevin,O'Toole,Kevin,O'Toole,NaN,K. O'Toole,USA,7hr2f89v44y65dyu9k92vprwn,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Attacker,player,1998-12-14,NaN,USA,7hr2f89v44y65dyu9k92vprwn,178.0,68.0,NaN,22.0,active,yes,NaN
6sf0pdlzomnt3e1hlc4twyv4k,Andrew,Baiera,Drew,Baiera,NaN,A. Baiera,USA,7hr2f89v44y65dyu9k92vprwn,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2007-02-28,NaN,USA,7hr2f89v44y65dyu9k92vprwn,175.0,63.0,NaN,38.0,active,yes,NaN
71fvqt5u686umgs8bf4vtay8l,Thiago,Martins Bueno,Thiago,Martins Bueno,Thiago Martins,Thiago Martins,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,1995-03-17,São João Evangelista,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,185.0,78.0,right,13.0,active,yes,NaN
7csd9e4ga2p90zyawcpgdc82x,Tomás Líam,Romero Keubler,Tomás,Romero,NaN,T. Romero,El Salvador,6jovhn8du7uhbedi92voitt3k,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2000-12-19,Cherry Hill,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,right,30.0,active,yes,NaN
7kgd3h3ch4ww875mhr98afims,Zidane Antonio,Yañez,Zidane,Yañez,NaN,Z. Yañez,USA,7hr2f89v44y65dyu9k92vprwn,Chile,32tb8d7824xg4i0ybxzssczu0,Attacker,player,2008-01-26,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,36.0,active,yes,NaN
7ush9a10cc79gudlog12crt9l,James Hoban,Sands,James,Sands,NaN,J. Sands,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2000-07-06,Rye,USA,7hr2f89v44y65dyu9k92vprwn,186.0,84.0,right,6.0,active,yes,NaN
85pd2dxhy1gjhzm2mvnkdak15,Keaton Alexander,Parks,Keaton,Parks,NaN,K. Parks,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1997-08-06,Frisco,USA,7hr2f89v44y65dyu9k92vprwn,191.0,81.0,right,55.0,active,yes,NaN
8bi1tlz62rjwyak4pnnzgp562,Andres,Jasson,Andres,Jasson,NaN,A. Jasson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2002-01-17,NaN,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,NaN,21.0,active,no,NaN
8jcyfhvczj2dw1gmxrmna2609,Matthew Andrew,Geary Freese,Matt,Freese,NaN,M. Freese,USA,7hr2f89v44y65dyu9k92vprwn,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1998-09-02,NaN,USA,7hr2f89v44y65dyu9k92vprwn,190.0,88.0,NaN,49.0,active,yes,NaN
8nw8gd0fkp3a3g0sivl7cu63u,Anthony Joseph,Marcucci Jr.,AJ,Marcucci,NaN,A. Marcucci,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1999-07-31,NaN,USA,7hr2f89v44y65dyu9k92vprwn,191.0,86.0,NaN,1.0,active,no,NaN
8k9kbq1n2orgl4zrv9eiewmp5,Andrés Felipe,Perea Castañeda,Andrés,Perea,NaN,A. Perea,USA,7hr2f89v44y65dyu9k92vprwn,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,2000-11-14,Tampa,USA,7hr2f89v44y65dyu9k92vprwn,182.0,72.0,right,8.0,active,yes,NaN
8nm049qk766x4uylmtbtwmtw5,Mehdi,Ballouchy,Mehdi,Ballouchy,NaN,M. Ballouchy,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,NaN,assistant coach,1983-04-06,Casablanca,Morocco,2xdcc39z1k79pnjbtn9x31wdh,180.0,76.0,right,NaN,active,yes,NaN
8rw370q45siqg3jrgtwrvno45,José,Kléberson Pereira,José,Kléberson Pereira,Kléberson,Kléberson,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN,assistant coach,1979-06-19,Uraí,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,175.0,63.0,right,NaN,active,yes,NaN
8rxwwv5nvmf9rd4oesd4rh5re,Talles Magno,Bacelar Martins,Talles Magno,Bacelar Martins,Talles Magno,Talles Magno,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2002-06-26,Rio de Janeiro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,185.0,70.0,NaN,43.0,active,yes,NaN
8w96twarnbzkyuoo07rnb3hii,Adrián Alonso,Martínez Batista,Alonso,Martínez,NaN,A. Martínez,Costa Rica,48emauy3fucokp86skcs5alh8,NaN,NaN,Attacker,player,1998-10-15,Puntarenas,Costa Rica,48emauy3fucokp86skcs5alh8,173.0,72.0,right,16.0,active,yes,NaN
9pq2wn44lj2euuol8x42qrl78,Mounsef,Bakrar,Mounsef,Bakrar,NaN,M. Bakrar,Algeria,1ayprcriqhb8iv10ch70clppu,NaN,NaN,Attacker,player,2001-01-13,NaN,Algeria,1ayprcriqhb8iv10ch70clppu,183.0,80.0,NaN,9.0,active,yes,NaN
9z6j3662jvnhse83i6p1vekiy,Mitja,Ilenič,Mitja,Ilenic,NaN,M. Ilenič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Defender,player,2004-12-26,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,178.0,71.0,right,35.0,active,yes,NaN
ba8jn58hziy0re6g9674jvh0,Malachi,Jones,Malachi,Jones,NaN,M. Jones,Sierra Leone,7kilikg56sxc0dsd6168dr57b,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2003-09-23,Freetown,Sierra Leone,7kilikg56sxc0dsd6168dr57b,178.0,NaN,NaN,88.0,active,yes,NaN
bb31x0lmvx07e83d344y8byay,Justin,Haak,Justin,Haak,NaN,J. Haak,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-09-12,Brooklyn,USA,7hr2f89v44y65dyu9k92vprwn,183.0,75.0,NaN,80.0,active,yes,NaN
bcqm1336567dby1unnafdx638,Julián,Fernández,Julián,Fernández,NaN,J. Fernández,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Attacker,player,2004-01-30,Buenos Aires,Argentina,2vovxa97k7v7ofa85dah2xktb,183.0,74.0,left,11.0,active,yes,NaN
bn7qfn71x24fjl5d8t4p97kve,Alexander,Rando,Alex,Rando,NaN,A. Rando,USA,7hr2f89v44y65dyu9k92vprwn,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Goalkeeper,player,2001-04-15,NaN,USA,7hr2f89v44y65dyu9k92vprwn,191.0,84.0,NaN,44.0,active,yes,NaN
btfy1un7vibi2pb5y6uxp9ck5,Maximiliano Nicolás,Moralez,Maximiliano,Moralez,NaN,M. Moralez,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Midfielder,player,1987-02-27,Granadero Baigorria,Argentina,2vovxa97k7v7ofa85dah2xktb,160.0,52.0,right,27.0,active,yes,NaN
bug5x187ehj0apzl11lrl3ip6,Rio Nathaniel,Hope-Gund,Rio,Hope-Gund,NaN,R. Hope-Gund,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1999-08-20,NaN,USA,7hr2f89v44y65dyu9k92vprwn,183.0,81.0,NaN,2.0,active,yes,NaN
cgzcn8oo03wda4e5o0jxgy4tl,Hannes,Tarn Wolf,Hannes,Wolf,NaN,H. Wolf,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Midfielder,player,1999-04-16,Graz,Austria,hcs1bd49qliqqity6o268jyt,179.0,69.0,left,17.0,active,yes,NaN
cwyml9l4tfvb4ceh8tv3au0wk,Máximo Augusto,Carrizo Ballesteros,Máximo,Carrizo,NaN,M. Carrizo,USA,7hr2f89v44y65dyu9k92vprwn,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2008-02-28,New York City,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,left,29.0,active,yes,NaN
d7efidcaz053ml8l4h19i7fmx,Luis Eduardo,Barraza,Luis,Barraza,NaN,L. Barraza,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1996-11-08,Las Cruces,USA,7hr2f89v44y65dyu9k92vprwn,188.0,88.0,NaN,1.0,active,yes,NaN
duj699i9620tuf3ii9z06bqsq,Piero,Elias,Piero,Elias,NaN,P. Elias,USA,7hr2f89v44y65dyu9k92vprwn,Peru,2uib9hdovpcye4re2l3omr4dl,Midfielder,player,2002-09-08,New York City,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,42.0,active,no,NaN
eteojj0lkz20ip5zxfrg7sxrd,Santiago Mariano,Rodríguez Molina,Santiago,Rodríguez,NaN,S. Rodríguez,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,NaN,NaN,Midfielder,player,2000-01-08,Montevideo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,168.0,62.0,right,10.0,active,yes,NaN
105x9g9ddpx6p6lx2mmn2c86i,Cameron,Harper,Cameron,Harper,NaN,C. Harper,USA,7hr2f89v44y65dyu9k92vprwn,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Attacker,player,2001-11-19,Sacramento,USA,7hr2f89v44y65dyu9k92vprwn,175.0,71.0,right,17.0,active,yes,NaN
1bmpw7r7k157fav4g5w4j14yy,Dennis,Gjengaar,Dennis,Gjengaar,NaN,D. Gjengaar,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Attacker,player,2004-02-24,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2.0,active,yes,NaN
1o6ncw2f6h5uodlhavzsswvrp,Kyle,Barri Duncan,Kyle,Duncan,NaN,K. Duncan,USA,7hr2f89v44y65dyu9k92vprwn,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1997-08-08,New York,USA,7hr2f89v44y65dyu9k92vprwn,178.0,68.0,NaN,6.0,active,yes,NaN
36p2olvqxa4r4dqiilmaqn6xh,Ryan,Meara,Ryan,Meara,NaN,R. Meara,Republic of Ireland,63nepb66un7juhglo2g6rezcl,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1990-11-15,Yonkers,USA,7hr2f89v44y65dyu9k92vprwn,192.0,84.0,NaN,18.0,active,yes,NaN
3vescyd2jf8wxx19q0kfedx0q,Noah Johannes,Eile,Noah,Eile,NaN,N. Eile,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2002-07-19,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,3.0,active,yes,NaN
4cvzlv1qay5z8qxec3p6so251,Sandro,Schwarz,Sandro,Schwarz,NaN,S. Schwarz,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,coach,1978-10-17,Mainz,Germany,36min0qztu8eydwvpv8t1is0m,186.0,NaN,NaN,NaN,active,yes,NaN
4xs77e574mfyhel01usnjq7e,John Michael,Tolkin,John,Tolkin,NaN,J. Tolkin,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-07-31,Chatham,USA,7hr2f89v44y65dyu9k92vprwn,170.0,61.0,left,47.0,active,yes,NaN
